License Number,Business Name,DBA/Trade Name,business_id,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,license_city,license_state,license_zip,complaint_id,created_date,closed_date,complaint_type,descriptor,incident_address,incident_zip,complaint_address_type,status,resolution_description,complaint_count,eviction_count
1398208-DCA,"180 MARKETPLACE, INC.",JUBILEE MARKET,BA-1123065-2022,Tobacco Retail Dealer,Premises,Active,07/01/2011,12/31/2026,NEW YORK,NY,10069,64228047,2025-03-01T11:23:50.000,2025-03-04T08:13:09.000,HEAT/HOT WATER,APARTMENT ONLY,180 RIVERSIDE BOULEVARD,10069,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",13,0
1314213-DCA,7 DAYS TOWING INC.,,BA-1123104-2022,Tow Truck Company,Premises,Active,09/04/2013,04/30/2026,NEW YORK,NY,10040,64377180,2025-03-17T22:50:00.000,2025-03-19T07:45:00.000,Street Light Condition,Street Light Out,4519 BROADWAY,10040,ADDRESS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,6,0
2107984-DCA,BLUDHAVEN ENTERPRISES INC,,BA-1123105-2022,Garage & Parking Lot,Premises,Active,08/08/2022,03/31/2027,BRONX,NY,10463,64230902,2025-03-01T22:26:49.000,2025-03-01T23:08:01.000,Illegal Parking,Blocked Hydrant,3815 PUTNAM AVENUE WEST,10463,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,8,2
1386288-DCA,22/34 NORTH 6TH GARAGE CORP.,,BA-1123175-2022,Garage & Parking Lot,Premises,Active,03/31/2011,03/31/2027,BROOKLYN,NY,11211,64186480,2025-02-25T23:09:33.000,2025-02-26T02:51:45.000,Illegal Parking,Blocked Hydrant,22 NORTH    6 STREET,11249,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,7,0
2092284-DCA,AC UNIVERSAL SUPPLY INC,,BA-1123183-2022,Home Improvement Contractor,Premises,Expired,11/18/2019,02/28/2023,BROOKLYN,NY,11234,64412191,2025-03-20T07:35:36.000,2025-04-20T04:01:15.000,Consumer Complaint,Tow Truck Company,6103 STRICKLAND AVENUE,11234,ADDRESS,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,3,0
1431627-DCA,AD PARKING INC.,,BA-1123198-2022,Garage & Parking Lot,Premises,Active,05/25/2012,03/31/2027,BRONX,NY,10459,,,,,,,,,,,0,3
2106104-DCA,ASKHAT TURSUKANOV,,BA-1123204-2022,Pedicab Driver,Individual,Active,05/18/2022,04/30/2026,BROOKLYN,NY,11210,,,,,,,,,,,0,1
1032599-DCA,"BARGAIN PAWNSHOP, INC.",,BA-1123213-2022,Pawnbroker,Premises,Active,04/28/2000,04/30/2026,BROOKLYN,NY,11201,64406186,2025-03-19T17:51:21.000,2025-04-19T04:02:50.000,Consumer Complaint,Other Store (Non-Food),510 FULTON STREET,11201,ADDRESS,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,5,0
2105972-DCA,BEST HARLEM WIRELESS CORP,,BA-1123290-2022,Electronics Store,Premises,Active,05/12/2022,12/31/2026,NEW YORK,NY,10035,64195081,2025-02-26T19:16:34.000,2025-02-26T20:00:08.000,Illegal Parking,Blocked Hydrant,2253 3 AVENUE,10035,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,7,0
1429438-DCA,"ALLSTATE CONSTRUCTION & RESTORATION, INC",,BA-1123336-2022,Home Improvement Contractor,Premises,Failed to Renew,05/14/2012,02/28/2025,PELHAM,NY,10803,,,,,,,,,,,0,1
2070275-DCA,149 KENT AVENUE PARKING CORP,,BA-1123379-2022,Garage & Parking Lot,Premises,Expired,05/01/2018,03/31/2023,BROOKLYN,NY,11249,,,,,,,,,,,0,1
2051354-2-DCA,"ALNASSAR, ABDO A",,BA-1123401-2022,Tobacco Retail Dealer,Premises,Active,04/17/2017,12/31/2026,BROOKLYN,NY,11233,64212510,2025-02-28T01:48:35.000,2025-02-28T02:37:24.000,Bike/Roller/Skate Chronic,,2185 PACIFIC STREET,11233,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,7,1
2096489-DCA,BROOK PARK PARKING CORP,,BA-1123405-2022,Garage & Parking Lot,Premises,Failed to Renew,09/23/2020,03/31/2025,BRONX,NY,10451,64237562,2025-03-02T01:12:24.000,,Smoking or Vaping,Allowed in Smoke Free Area,702 GRAND CONCOURSE,10451,ADDRESS,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",4,1
1474295-DCA,550 WEST 45TH ST. GARAGE LLC,,BA-1123670-2022,Garage & Parking Lot,Premises,Active,11/06/2013,03/31/2027,NEW YORK,NY,10036,64262944,2025-03-05T16:15:44.000,2025-04-10T15:18:58.000,FLOORING/STAIRS,FLOOR,550 WEST   45 STREET,10036,ADDRESS,Closed,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",10,0
2051001-DCA,AP 127TH MANAGEMENT LLC.,,BA-1123757-2022,Garage & Parking Lot,Premises,Active,04/11/2017,03/31/2027,NEW YORK,NY,10027,64222736,2025-02-28T04:28:02.000,2025-02-28T04:44:30.000,Noise - Street/Sidewalk,Loud Talking,311 WEST  127 STREET,10027,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,4,0
2077583-DCA,BROOKLYN BRIDGE GARAGE LLC,,BA-1123817-2022,Garage & Parking Lot,Premises,Active,08/28/2018,03/31/2027,BROOKLYN,NY,11201,64198961,2025-02-27T00:37:33.000,2025-02-27T01:23:17.000,Illegal Parking,Parking Permit Improper Use,360 FURMAN STREET,11201,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,4,0
1470422-DCA,"AVILA VILLEGAS, CARLOS H.",G M A HOME IMPROVEMENT SERVICES,BA-1124178-2022,Home Improvement Contractor,Premises,Active,07/31/2013,02/28/2027,BRONX,NY,10457,,,,,,,,,,,0,1
2081158-DCA,605 WEST 42ND STREET GARAGE LLC,,BA-1124209-2022,Garage & Parking Lot,Premises,Active,01/07/2019,03/31/2027,NEW YORK,NY,10036,64201997,2025-02-26T19:09:50.000,2025-03-12T11:46:54.000,Beach/Pool/Sauna Complaint,Facility Maintenance,605 WEST   42 STREET,10036,ADDRESS,Closed,The Department of Health and Mental Hygiene has investigated the complaint and no violations were cited.,27,0
1386290-DCA,22/34 NORTH 6TH GARAGE CORP.,,BA-1124248-2022,Garage & Parking Lot,Premises,Active,03/31/2011,03/31/2027,BROOKLYN,NY,11211,64192910,2025-02-25T22:45:49.000,2025-02-26T02:49:43.000,Noise - Residential,Banging/Pounding,34 NORTH    6 STREET,11249,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,52,0
2097016-DCA,"BERNHARDT RENOVATION, INC.",,BA-1124352-2022,Home Improvement Contractor,Premises,Active,11/23/2020,02/28/2027,NEW YORK,NY,10128,64530438,2025-04-01T08:02:26.000,,Consumer Complaint,Locksmith,307 EAST   89 STREET,10128,ADDRESS,In Progress,"The Department of Consumer and Worker Protection (DCWP) sent you a complaint form.  To help you, DCWP must get the completed form and any requested documents within 30 days.  You can send requested information by email, fax, or mail. Contact information is on the complaint form.  You may also be able to submit requested information at nyc.gov/dcwp. You must enter your NYC311 Service Request number.  If you didn't receive the complaint form within 15 days from the date you filed your Service Request, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.  DCWP will contact you about 30 days after getting your completed form and documents.",11,0
1146940-DCA,B & Z STEEL EQUIPMENT CO. INC.,,BA-1124533-2022,Secondhand Dealer - General,Premises,Ready for Renewal,07/31/2003,07/31/2025,NEW YORK,NY,10012,64202875,2025-02-26T18:28:09.000,2025-02-26T22:01:40.000,Abandoned Vehicle,With License Plate,78 GREENE STREET,11222,ADDRESS,Closed,This complaint does not fall under the Police Department's jurisdiction.,7,0
2054444-DCA,BLACK WOLF RENOVATIONS LLC,,BA-1124560-2022,Home Improvement Contractor,Premises,Expired,06/14/2017,02/28/2023,BROOKLYN,NY,11201,64407038,2025-03-19T09:56:12.000,,DOOR/WINDOW,WINDOW FRAME,40 WYCKOFF STREET,11201,ADDRESS,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,15,0
2066732-1-DCA,A & J GROCERY AND TOBACCO CORP,,BA-1124625-2022,Tobacco Retail Dealer,Premises,Revoked,02/23/2018,12/31/2023,NEW YORK,NY,10035,64235039,2025-03-02T23:00:13.000,2025-03-02T23:07:26.000,Noise - Residential,Loud Music/Party,2010 LEXINGTON AVENUE,10035,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,8,3
1347849-DCA,156 FOOD MARKET INC.,,BA-1124883-2022,Tobacco Retail Dealer,Premises,Active,03/22/2010,12/31/2025,BRONC,NY,10451,64231112,2025-03-01T11:01:05.000,2025-03-01T17:22:28.000,Noise - Residential,Loud Music/Party,760 GRAND CONCOURSE,10451,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,16,4
2094416-2-DCA,BEATO DELI & GROCERY CORP,,BA-1125150-2022,Tobacco Retail Dealer,Premises,Active,02/11/2020,12/31/2026,BRONX,NY,10458,64356411,2025-03-14T23:00:03.000,2025-03-15T04:36:30.000,Noise - Street/Sidewalk,Loud Music/Party,615 EAST  189 STREET,10458,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,5,0
2049972-DCA,6 MILES MOBILE LLC,,BA-1125211-2022,Electronics Store,Premises,Expired,03/23/2017,12/31/2022,BROOKLYN,NY,11213,,,,,,,,,,,0,3
2089482-DCA,BARNEY DALY CONTRACTING INC.,,BA-1125302-2022,Home Improvement Contractor,Premises,Expired,08/13/2019,02/28/2023,BRONX,NY,10470,64336350,2025-03-12T03:44:19.000,2025-03-12T18:27:23.000,Illegal Parking,License Plate Obscured,4380 VIREO AVENUE,10470,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,4,3
1346253-DCA,ATLANTIC DEVELOPMENT CORP.,,BA-1125378-2022,Home Improvement Contractor,Premises,Active,03/03/2010,02/28/2027,BRONX,NY,10463,64304509,2025-03-09T15:03:24.000,2025-03-09T15:29:53.000,Illegal Parking,Blocked Hydrant,3215 NETHERLAND AVENUE,10463,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,7,0
2119559-DCWP,AJS COM INC,,BA-1125405-2022,Secondhand Dealer - General,Premises,Ready for Renewal,03/06/2024,07/31/2025,NEW YORK,NY,10016,64264773,2025-03-05T07:07:33.000,2025-03-05T08:31:13.000,Encampment,,120 EAST   34 STREET,10016,ADDRESS,Closed,The Police Department visited the location and no Encampment was found.,7,0
0989221-DCA,"AWAN, MALIK S",SANA CONSTRUCTION CO.,BA-1125408-2022,Home Improvement Contractor,Premises,Failed to Renew,06/30/1998,02/28/2025,BROOKLYN,NY,11223,64265017,2025-03-05T19:30:10.000,2025-03-05T22:54:52.000,Illegal Parking,License Plate Obscured,1702 DAHILL ROAD,11223,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,8,0
2020399-DCA,AP ETON MANAGEMENT LLC,,BA-1125419-2022,Garage & Parking Lot,Premises,Active,04/02/2015,03/31/2027,NEW YORK,NY,10028,64183572,2025-02-25T18:12:46.000,2025-02-26T11:36:20.000,Rodent,Rat Sighting,345 EAST   81 STREET,10028,ADDRESS,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,9,0
1396174-DCA,85 DELI MINI MARKET CORP.,,BA-1125439-2022,Tobacco Retail Dealer,Premises,Expired,06/13/2011,12/31/2022,NEW YORK,NY,10034,64359322,2025-03-14T18:24:56.000,,DOOR/WINDOW,WINDOW FRAME,5008 BROADWAY,10034,ADDRESS,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,1,1
1157180-DCA,"ALFRED CAR PARK, LLC",GGMC,BA-1125571-2022,Garage & Parking Lot,Premises,Active,07/27/2005,03/31/2027,MANHATTAN,NY,10023,64270899,2025-03-06T09:37:29.000,2025-03-06T12:15:33.000,Illegal Parking,Posted Parking Sign Violation,161 WEST   61 STREET,10023,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,5,0
2046173-DCA,250 W. 50TH PARKING LLC,,BA-1125841-2022,Garage & Parking Lot,Premises,Voided,12/05/2016,03/31/2025,NEW YORK,NY,10019,64324279,2025-03-05T08:44:00.000,2025-03-06T08:00:00.000,Street Light Condition,Street Light Out,250 WEST   50 STREET,10019,ADDRESS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,8,0
2037005-1-DCA,251 LA BODEGUITA GROCERY CORP,,BA-1125984-2022,Tobacco Retail Dealer,Premises,Active,05/03/2016,12/31/2025,NEW YORK,NY,10035,64270984,2025-03-06T19:44:28.000,2025-03-06T20:40:49.000,Illegal Parking,Blocked Bike Lane,251 EAST  119 STREET,10035,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,3,0
0927032-DCA,150 EAST 77TH STREET PARKING CORP.,,BA-1126048-2022,Garage & Parking Lot,Premises,Active,03/26/1997,03/31/2027,NEW YORK,NY,10075,64561737,2025-04-04T13:38:25.000,2025-04-04T15:00:53.000,Noise - Street/Sidewalk,Loud Talking,150 EAST   77 STREET,10075,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,4,0
2104920-DCA,786 PARKING 1 CORP,,BA-1126054-2022,Garage & Parking Lot,Premises,Out of Business,03/31/2022,03/31/2023,BROOKLYN,NY,11238,64197755,2025-02-26T08:53:12.000,2025-02-26T23:59:35.000,HEAT/HOT WATER,APARTMENT ONLY,525 CLINTON AVENUE,11238,ADDRESS,Closed,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",6,0
1221959-DCA,BROOK MI PUEBLO MEXICAN DELI CORP.,,BA-1126185-2022,Stoop Line Stand,Premises,Active,06/08/2012,03/31/2026,BRONX,NY,10454,64215966,2025-02-28T16:33:54.000,2025-03-02T13:08:58.000,HEAT/HOT WATER,APARTMENT ONLY,245 BROOK AVENUE,10454,ADDRESS,Closed,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",1,1
2103887-DCA,AFFORDABLE MEDICAL SUPPLY INC,,BA-1126197-2022,Dealer In Products For The Disabled,Premises,Expired,02/10/2022,03/15/2023,BROOKLYN,NY,11234,64536014,2025-04-02T12:11:00.000,2025-04-02T12:26:00.000,Water System,No Water (WNW),5337 PRESTON COURT,11234,ADDRESS,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2,1
1132131-DCA,250 WEST PARKING CORP.,,BA-1126265-2022,Garage & Parking Lot,Premises,Active,02/26/2003,03/31/2027,NEW YORK,NY,10011,64274325,2025-03-06T22:02:00.000,2025-03-07T05:44:00.000,Noise,Noise: Alarms (NR3),250 WEST   19 STREET,10011,ADDRESS,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,5,0
2041242-1-DCA,198 BAINBRIDGE DELI & GROCERY CORP,,BA-1126384-2022,Tobacco Retail Dealer,Premises,Suspended,07/27/2016,12/31/2025,BRONX,NY,10458,64540785,2025-04-02T13:10:06.000,2025-04-02T14:42:01.000,Indoor Air Quality,Unsafe Mold Cleanup,2839 BAINBRIDGE AVENUE,10458,ADDRESS,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",4,0
2105328-1-DCA,AZIZ DELI CORP,,BA-1126436-2022,Electronic Cigarette Dealer,Premises,Expired,04/15/2022,11/30/2023,NEW YORK,NY,10031,64511512,2025-03-30T07:42:07.000,2025-03-31T13:18:42.000,HEAT/HOT WATER,ENTIRE BUILDING,3440 BROADWAY,10031,ADDRESS,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",5,0
